asin,price
6302685141,2.79
6302682630,4.86
6302700949,14.77
6302682614,5.34
6302717310,6.3
6302725542,22.22
6302722551,11.26
6302728371,9.92
6302728657,7.5
6302730023,7.98
6302728363,7.9
6302749336,24.95
6302753198,13.93
6302720419,13.99
6302757096,8.49
6302760089,12.92
6302763835,13.17
6302763193,15.77
6302767741,9.95
6302779448,7.99
6302787068,14.44
6302783968,3.88
6302795451,5.01
6302789648,22.22
6302795567,12.33
6302794404,20.95
6302797462,9.95
630279742X,4.99
6302797543,9.0
6302797519,8.0
6302800544,9.95
6302797713,3.99
6302801095,9.95
6302800420,9.95
6302800854,9.99
6302800587,10.01
6302801117,15.95
6302800897,7.28
6302800498,14.99
6302806577,4.99
6302801133,14.88
6302804752,33.77
6302807573,19.95
6302814804,12.97
6302842263,5.45
6302872669,9.99
6302877911,9.94
6302884780,11.9
6302946387,7.56
6302962048,10.88
6302970040,9.99
6302969603,4.99
6302969697,9.95
6302977193,1.46
6302969700,14.95
6302973570,8.35
6302969778,34.95
6302986109,15.69
6302985250,43.98
6302994071,10.0
6302993644,11.99
6302994063,4.83
6302969794,11.75
6302986338,8.71
6302993628,6.49
6302999790,23.0
6302990114,10.27
630300413X,3.99
6303012035,11.32
6303011969,3.0
6303004830,1.44
6303023037,3.5
6303012140,7.5
6303022928,9.95
6303022936,7.0
6303023355,13.97
6303014887,7.26
6303027016,7.99
6303022901,3.28
630303943X,12.99
6303038727,12.99
6303042457,44.98
6303039707,14.99
6303039456,4.5
6303036813,8.87
6303046975,7.0
6303037445,9.75
6303042449,4.0
6303037453,13.77
6303046444,11.94
6303039693,10.96
6303049001,7.95
6303057942,22.25
6303048099,2.99
6303058876,7.42
630306020X,7.77
6303049044,0.18
630305885X,22.22
6303066720,4.95
6303073085,44.98
630305725X,8.94
630308110X,25.0
6303077781,7.95
6303079709,4.85
6303073093,18.98
6303091989,6.49
6303091970,6.49
6303085547,8.94
6303094856,14.46
6303095216,1.74
6303095232,4.99
6303101224,5.43
6303102433,14.95
6303082866,7.97
6303102239,7.5
6303101410,17.99
630309502X,4.44
6303102506,7.16
6303094880,6.32
630310245X,16.56
6303102425,7.99
6303102484,8.0
6303103081,9.99
6303102441,8.5
6303107338,14.95
6303082661,5.4
6303107354,49.99
6303109926,14.53
6303111564,9.94
6303102492,11.15
6303109918,6.82
6303102476,14.94
6303114946,6.73
6303117856,4.99
6303120490,19.99
630310374X,6.98
6303122647,15.99
6303120474,24.99
6303122876,3.07
630312898X,9.89
6303128904,4.48
6303146074,3.89
6303140165,12.69
6303148255,7.25
6303145906,12.92
6303153305,1.95
6303153348,4.0
6303124798,14.85
6303152821,6.69
630315350X,8.0
6303165680,0.5
6303153461,14.0
6303149200,8.48
6303168957,3.79
6303184219,6.5
6303167314,9.95
6303192254,18.98
6303201261,5.0
6303203302,11.49
6303209971,7.26
6303212395,18.1
6303209955,6.43
630321245X,11.99
6303196543,29.95
6303209963,7.49
6303187218,10.99
6303205364,20.81
6303224407,3.98
6303213650,1.99
6303236685,6.99
6303243606,17.77
6303257194,3.93
6303257267,15.0
6303257305,18.99
6303257828,3.98
6303257712,13.99
6303257380,19.57
6303257844,10.27
6303257739,14.79
6303257224,15.88
6303265774,7.5
6303257429,8.99
6303257348,19.99
6303257720,21.49
6303269869,0.9
6303269826,6.33
6303269834,10.0
6303292860,1.8
6303326838,2.8
6303326811,7.99
6303333079,9.95
6303323200,1.76
6303315305,4.28
6303338690,12.04
6303338569,9.99
6303328164,9.95
6303354742,6.49
6303347665,6.95
6303346359,6.52
6303344224,11.99
6303364705,22.77
6303383076,15.99
6303382940,9.95
6303383009,2.57
6303382975,13.98
6303391915,5.99
6303382959,7.96
6303383319,17.77
6303383327,14.97
6303394051,11.49
6303394043,13.5
6303396623,6.49
6303394345,7.45
6303398375,14.99
6303360009,23.9
6303394019,3.0
6303393985,8.97
6303394035,7.77
6303394353,14.99
6303400396,29.97
630339406X,5.95
6303407188,7.77
630340720X,13.4
6303407196,3.99
6303383289,4.68
6303413161,9.0
6303398480,11.99
630341964X,8.83
6303419771,4.89
6303422136,17.77
630342290X,19.98
6303414028,3.95
6303422977,1.29
6303430546,11.31
6303430910,28.0
6303439748,20.99
6303443222,29.0
630344315X,14.76
6303451144,25.9
6303450849,3.89
6303451446,27.77
6303451489,4.69
6303450881,7.26
6303442447,4.95
6303457703,7.77
6303443060,22.83
6303459978,9.71
6303464831,12.77
630346470X,7.9
630345786X,9.95
6303467253,2.99
6303467717,7.77
6303471587,9.99
6303471617,9.89
6303471463,6.97
630347151X,8.93
6303471501,11.25
6303477135,13.9
6303471714,14.98
630347327X,24.95
6303471471,4.43
6303482619,15.54
6303482627,7.99
6303465846,9.77
6303486754,12.5
6303486762,3.55
6303492509,14.99
6303486894,8.49
6303501281,9.48
6303471390,9.59
6303490972,9.89
6303503381,12.47
630350986X,7.49
6303507689,3.83
6303521231,9.99
6303534422,24.44
6303536069,34.98
6303542344,11.18
6303521517,14.99
6303548687,4.9
630354231X,32.0
630354200X,1.69
6303542352,8.94
6303579612,19.98
6303562248,4.98
6303574203,7.77
6303589111,24.98
6303593135,20.0
6303589138,8.99
6303589065,12.94
6303560067,23.33
6303593178,64.89
6303584845,14.4
6303599109,11.0
6303614353,5.0
6303610811,23.99
6303619983,7.76
630361437X,6.99
6303617719,7.5
6303625800,6.49
6303626467,9.73
6303637582,6.49
6303637620,19.99
6303651488,6.79
6303637574,9.95
6303651453,4.62
630362572X,16.5
6303651879,7.98
630365147X,1.9
6303646417,9.8
6303675220,17.75
6303619932,6.99
6303675026,4.95
6303675034,10.5
6303686834,4.99
6303686788,12.0
6303686842,14.94
6303662544,15.88
6303686745,4.69
6303696813,1.8
6303686850,17.95
6303820905,14.9
630368677X,8.49
6303697224,12.94
6303824358,3.0
6303832601,9.95
6303854311,7.5
6303854508,5.0
6303832571,9.99
6303890423,9.49
630386905X,3.25
6303890458,10.77
6303909949,5.69
6303908306,3.99
6303917410,9.89
630391750X,13.94
6303908225,5.98
6303916414,59.99
6303914985,43.99
6303921248,23.99
6303908586,11.77
6303928234,13.99
6303926746,7.99
6303929583,10.85
6303929567,16.0
6303934315,13.99
6303914942,2.59
6303934471,7.99
6303935397,2.79
6303929591,7.29
6303934552,1.89
6303929338,17.97
6303934870,6.99
6303934757,2.89
6303929575,9.99
6303943349,15.99
6303934668,2.45
630394325X,9.99
6303943314,9.99
6303943004,7.95
630395278X,14.0
630393546X,9.99
6303949436,2.44
6303954138,12.0
6303953492,29.95
6303954294,24.77
6303953816,13.99
6303962467,5.99
6303957064,9.72
6303964745,18.95
6303968635,22.22
630396835X,44.84
6303968651,6.49
6303985645,13.93
6303998046,6.44
6304005490,1.95
6304005989,14.4
6304005555,4.09
6304008716,1.11
6304005970,10.99
630400592X,69.78
630401323X,25.99
6304011431,10.0
630401144X,18.93
6304017081,7.18
6304004540,12.92
6304006063,25.0
6304016859,7.77
6304005962,3.55
630401709X,7.48
6304018959,5.99
6304022662,13.42
6304005946,19.99
6304022166,9.77
6304017782,14.95
6304022646,19.99
6304039115,9.95
6304030959,3.17
6304039166,12.0
6304039190,2.01
6304039565,8.99
6304044836,4.65
6304039255,4.44
6304045425,15.69
6304039174,6.99
6304056842,8.5
6304056958,9.99
6304056869,3.97
6304056745,4.69
6304075413,1.99
6304078102,2.99
6304078080,1.86
6304078110,2.44
6304071787,9.95
630405422X,7.99
6304087977,2.44
6304071892,13.65
6304092040,14.49
6304089767,9.94
6304100507,4.99
6304089201,4.98
6304101147,7.98
630410605X,9.77
6304107250,14.44
6304106041,17.95
6304108877,9.25
6304109717,12.99
6304109318,7.77
6304111762,4.57
6304100094,9.77
6304108842,14.77
6304106033,9.8
6304111282,7.97
6304111835,0.01
6304107641,9.99
6304136250,11.0
6304137168,24.88
630414069X,12.0
6304140908,4.95
6304119089,4.95
6304111363,37.77
6304147139,1.99
6304152442,9.95
630414699X,7.99
6304152876,19.99
630415318X,13.99
6304154135,13.33
6304155972,12.95
6304125941,21.38
6304162200,14.99
6304142137,2.98
6304167644,7.95
6304167660,8.99
6304159447,7.99
630416923X,9.99
6304167725,24.69
6304166206,4.45
6304178166,8.99
6304172761,6.99
6304170408,14.31
6304179561,10.45
6304196911,29.99
6304195397,28.88
6304198841,14.95
6304202733,6.49
6304197632,6.78
6304202652,14.5
6304196873,5.82
6304212046,11.99
6304203985,12.92
6304196660,15.99
6304212151,3.88
6304216939,5.69
6304214502,7.0
630422513X,9.99
6304233639,9.98
630420065X,5.99
6304239351,8.95
6304196784,3.9
6304212135,14.94
6304238118,29.99
6304238096,7.49
6304239149,17.87
6304258984,7.49
6304267843,6.9
6304263457,9.95
6304256868,9.98
630426786X,20.0
6304274742,9.99
6304279000,1.49
6304274807,6.99
6304285396,5.73
6304246579,12.89
6304285116,29.9
6304286384,7.99
6304286503,1.99
630428666X,16.99
630428845X,59.49
6304285388,9.13
6304286325,1.89
6304286856,39.82
630428540X,0.95
6304286805,12.95
6304286783,18.0
6304291752,24.53
6304288492,13.98
630429185X,10.0
6304293925,9.95
6304291361,5.99
6304290888,5.9
6304296320,13.99
6304298285,9.59
6304308469,9.92
6304297912,22.95
6304287305,43.98
630430840X,13.9
6304308434,11.99
6304304285,12.95
6304329008,17.77
630434063X,1.95
6304291701,9.69
6304341849,29.0
6304331851,8.94
6304340532,12.0
6304345062,5.09
6304342950,14.0
6304316267,13.28
630434256X,7.8
6304342462,4.75
6304343426,6.75
6304359659,9.99
6304346093,12.22
6304353634,5.0
6304368801,7.95
6304375239,2.97
630438551X,6.49
6304393121,9.69
6304383193,9.72
630438386X,4.0
630439408X,7.99
6304400225,7.7
6304401248,7.77
6304401256,10.24
6304400381,7.84
6304400810,9.77
6304406096,7.98
6304411413,6.99
6304415346,2.39
6304414145,2.44
6304401132,7.98
6304410832,7.97
6304410433,13.8
6304419708,12.75
630440123X,9.99
6304411391,5.75
6304411448,1.0
6304411472,7.99
6304410492,6.37
6304437544,6.4
6304435886,19.95
6304432402,16.88
630442972X,3.89
6304432119,1.94
6304441630,14.61
6304438184,6.29
6304438060,7.13
6304443307,14.84
6304457375,2.98
6304459661,20.99
6304457391,20.98
6304457278,6.99
6304438176,8.48
6304466110,11.65
6304466145,29.98
6304457359,7.0
6304457316,12.5
6304474636,4.99
6304479794,14.62
6304479662,2.29
6304481691,8.44
6304479786,4.88
6304479670,3.89
630448187X,9.45
6304486529,13.33
6304481756,9.95
6304479778,6.49
6304494378,14.95
6304493053,3.44
6304500831,5.96
6304501684,32.98
6304501153,4.99
6304501668,4.3
630450392X,7.99
6304490585,8.5
6304490399,13.15
630447976X,8.98
6304502362,9.99
6304509405,9.99
6304501676,21.75
6304525192,7.99
6304508484,13.2
6304542887,9.47
6304507348,6.49
6304565062,14.44
6304574657,17.0
6304535570,1.84
6304578474,19.99
6304578482,3.26
6304602901,8.99
6304605889,14.99
6304595247,9.99
6304613113,18.0
6304612982,13.88
6304632436,19.87
6304645635,7.99
6304672128,24.0
6304673078,16.17
630467306X,19.99
6304673035,4.98
6304675143,8.5
6304674228,3.89
6304675151,7.98
6304681372,6.99
6304680406,42.0
6304673043,5.95
6304691122,12.99
6304681518,3.75
6304698305,1.53
6304681526,5.48
6304681003,39.99
6304708432,4.95
630464972X,17.77
630469623X,22.0
6304735677,4.75
6304707045,16.77
6304707029,13.48
6304753365,28.79
6304766750,14.77
6304773366,6.99
6304798466,5.66
6304766742,29.95
6304806450,5.99
6304813759,0.93
6304812817,15.96
6304826168,9.95
6304826192,14.95
630482615X,12.77
6304844948,8.24
6304846126,8.34
6304861702,18.02
6304872402,6.95
6304879482,5.75
6304863535,5.66
6304905386,7.77
6304844964,3.95
6304910150,5.98
6304913893,25.0
6304925158,6.9
630492643X,5.88
6304946554,9.9
6304973004,33.59
630497342X,19.99
6304973411,29.95
6304963173,12.95
6304972857,5.69
6304978286,13.4
6304983808,8.99
6305006571,6.49
6304994540,19.5
6304981643,10.0
6305012814,5.99
6305029482,10.36
6305033048,19.91
6305034397,2.66
6305050023,13.86
6305051089,11.99
6305051186,6.85
630505116X,17.77
6305066833,16.95
6305066906,3.99
6305078599,8.99
6305076731,5.69
6305080461,5.97
6305071454,39.71
6305078246,25.0
6305090238,8.99
6305081832,19.99
6305112878,5.0
6305120021,6.59
6305126089,7.5
6305133514,15.0
6305124345,14.77
6305132666,2.89
6305133425,20.0
6305162026,59.99
6305162042,18.0
6305171718,7.99
6305137382,59.99
6305182205,25.88
6305164215,3.97
6305186677,12.0
6305186693,34.0
6305186596,39.99
6305169187,5.99
6305196273,9.99
6305203725,19.99
6305177473,13.99
6305203768,52.9
6305196311,19.02
6305210144,19.95
6305214522,7.48
6305226156,14.94
6305229449,8.51
6305226938,9.95
6305240035,6.95
6305240019,11.99
6305240655,1.31
6305230226,1.99
6305238065,9.96
6305261326,25.0
6305261490,15.04
6305240671,7.99
6305240027,6.99
6305262241,6.49
6305262160,8.9
6305255237,13.37
6305268924,9.3
6305276994,30.0
630529299X,32.98
630529285X,4.99
6305300887,3.89
6305308802,11.4
6305295522,9.94
6305326940,9.9
630533580X,16.53
6305353549,12.97
6305364206,8.36
6305372594,11.0
6305372837,1.99
6305324808,10.95
6305428239,5.99
6305428247,19.79
6305428298,9.96
6305428158,30.98
6305436452,8.95
6305426651,5.84
630543848X,5.91
6305428115,8.91
6305416222,9.98
6305438137,7.99
6305416192,9.4
6305459525,12.14
6305460116,14.98
6305428220,13.99
6305470464,14.77
6305470448,6.49
6305447233,7.28
6305487871,16.6
6305492042,5.0
630547642X,9.9
6305492247,6.86
6305470499,1.99
6305475695,7.99
6305499365,3.89
6305538085,14.95
6305537798,9.95
6305538018,5.45
630553764X,17.77
6305608253,2.0
6305603871,9.99
6305575762,6.99
6305596344,71.49
6305564450,23.98
630560939X,89.99
6305596247,9.47
6305650691,7.77
630569270X,6.52
6305645493,6.77
6305674116,3.99
6305622825,2.98
6305657939,2.99
6305674051,21.99
6305678715,10.9
6305717001,9.06
6305718903,4.95
6305710473,29.77
630571486X,7.98
6305692688,5.99
630571035X,30.0
6305715831,18.99
6305668426,9.77
6305733651,6.94
6305714886,7.94
630573240X,0.92
6305732388,3.8
6305732329,3.98
6305763305,9.99
630576333X,7.99
6305761213,27.77
6305781052,6.95
630577272X,18.5
6305784906,5.69
6305782261,2.99
6305799687,19.99
6305796297,12.99
6305810125,9.99
630581001X,8.95
6305810109,12.95
6305810079,7.83
6305807922,36.35
6305821402,9.99
6305812233,8.99
6305831661,14.95
6305814694,22.17
6305847045,24.99
6305836965,7.98
6305840091,9.99
6305837562,14.99
6305869138,14.99
6305874867,9.95
6305874948,13.23
630587493X,5.99
6305882010,2.94
6305897786,17.13
6305892946,2.69
6305892806,12.77
6305870160,14.25
6305873461,47.26
6305918708,19.9
6305940932,13.33
6305906807,8.68
6305949743,13.99
6305922640,2.25
6305949638,3.0
6305943389,39.95
6305958076,2.99
630595805X,2.98
6305951446,11.67
6305970955,34.99
6305958181,8.86
6305968896,4.39
6305972370,59.95
6305949662,4.86
6305958041,9.99
6306005153,13.99
6305976449,49.95
6306010939,5.96
6305971935,19.0
7883639161,12.06
7885142485,24.95
B0000039I6,3.86
B000003KHS,9.0
B000003KMM,4.98
B000003KE0,11.99
B0000040EK,7.49
B0000042BZ,12.74
B0000049FK,17.95
B000004918,9.99
B0000048YO,6.95
B000005IEV,44.98
B000005QLO,5.77
B000005QHG,4.25
B000005QH3,15.0
B000005WSP,7.77
B000005XPV,9.95
B0000065M3,11.95
B000006934,8.59
B0000065U1,4.98
B000006DAL,18.98
B000006GE5,10.93
B000006GDX,13.45
B000006GDA,46.82
B000006GTO,6.96
B000006GST,27.95
B000006PAB,7.41
B000007PQ8,10.99
B000007QZN,13.6
B000009RZN,9.99
B00000AOAV,13.9
B00000EZRQ,17.5
B00000F14W,19.87
B00000F2L9,8.57
B00000F2AF,18.64
B00000F356,14.97
B00000F2UF,8.21
B00000F4MA,8.6
B00000F4EO,15.59
B00000F3CD,12.32
B00000F4ZY,5.9
B00000F5B5,12.49
B00000F4L5,14.79
B00000F5WY,12.98
B00000F5W8,9.5
B00000F4IE,8.76
B00000F67S,49.99
B00000F4MO,29.99
B00000F7E6,36.95
B00000F8KW,9.67
B00000FA91,9.91
B00000FBC9,19.89
B00000FB1U,28.94
B00000FELK,9.48
B00000FELL,9.7
B00000FDYZ,7.99
B00000FYPB,9.89
